year,film,character,actor,word,count
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,4th,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,awrightl,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,babies,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,baby,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,bleed,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,blob,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,bodies,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,boy,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,championship,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,cry,8
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,drive,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,fat,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,fight,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,fought,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,further'n,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,girl,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,hear,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,hit,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,july,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,kill,3
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,kovic,6
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,life,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,means,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,morel,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,pay,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,people,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,pounds,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,powell,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,price,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,pump,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,ropes,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,sacrifice,3
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,scout,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,state,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,suffer,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,sweating,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,ta,2
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,tears,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,there.get,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,victory,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,wan,3
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,what/s,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,win,3
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,work,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,xqui,1
1989,born-on-the-fourth-of-july,COACH,Richard Grusin,you'r\_e,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,'bout,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,82nd,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,airborne,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,answer,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,arty,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,attitude,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,back,2
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,boys,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,butts,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,cast,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,cavalry,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,chinese,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,civilian,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,combat,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,coming,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,concepts,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,division,2
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,divisions,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,doubts,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,dune,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,dunes,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,eat,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,effort,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,finest,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,fire,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,force,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,forget,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,front,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,grid,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,guerilla,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,gung,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,hadl,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,hanoi,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,hard,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,heavy,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,ho,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,home,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,honor,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,ii,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,important,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,korea,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,lead,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,leave,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,military,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,mobile,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,nails,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,neg,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,newest,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,newpajpers,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,northwest,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,nva,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,overconfident,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,part,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,pull,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,question,2
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,remember,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,repeat,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,russian,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,sides,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,southwest,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,system,2
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,televisions,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,thing,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,trench,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,troops,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,ville,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,wan,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,war,3
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,warfare,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,world,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,worth,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,wounded,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,xyz,1
1989,born-on-the-fourth-of-july,COLONEL,Dale Dye,year,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,'em,2
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,4th,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,afn,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,ai,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,back,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,bathroom,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,bet,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,bother,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,break,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,c,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,check,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,colonel,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,days,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,dog,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,doorway,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,duty,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,embassy,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,europe,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,feeding,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,feet,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,fight,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,firecracker,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,fixed,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,food,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,garrison,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,half,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,hat,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,hey,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,hm,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,hungary,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,ii,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,july,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,lem,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,levelled,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,long,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,making,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,miles,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,money,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,open,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,paper,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,people,2
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,poland,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,press,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,pretty,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,put,4
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,qo,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,ramp,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,ronnie,2
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,russians,2
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,scared,2
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,section,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,shower,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,someplace,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,stall,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,stock,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,stupid,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,things,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,toilet,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,war,2
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,weapons,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,wider,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,world,1
1989,born-on-the-fourth-of-july,DAD,Raymond J. Barry,wouldya,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,bad,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,basement,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,call,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,care,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,clear,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,completely,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,cutbacks,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,eddie,2
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,fair,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,giving,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,good,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,government,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,guys,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,hesitate,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,impossible,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,life,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,luck,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,make,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,minimal,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,minus,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,money,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,packers,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,possibility,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,rest,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,rig,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,ron,4
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,substitute,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,turn,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,understand,2
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,vietnam,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,walking,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,war,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,wheelchair,1
1989,born-on-the-fourth-of-july,DOCTOR,Markus Flanagan,wrong,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,asked,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,birthday,3
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,chances,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,college,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,corps,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,dance,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,good,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,guess,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,happy,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,hard,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,heard,2
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,jed,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,kill,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,kiss,2
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,kovic,3
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,lake,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,leave,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,long,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,marines,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,open,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,parents,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,peace,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,prove,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,ronkonkoma,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,ronnie,7
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,secret,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,showing,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,silly,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,sneak,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,syracuse,1
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,taking,2
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,time,2
1989,born-on-the-fourth-of-july,DONNA,Kyra Sedgwick,uh,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,ai,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,back,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,books,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,brothers,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,country,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,crazy,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,detroit,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,doc,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,don^t,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,easy,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,fighting,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,good,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,gung,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,harry,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,high,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,hip,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,ho,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,home,4
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,job,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,kovic,3
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,man,8
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,marine,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,mom1,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,newark,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,part,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,plane,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,problem,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,racism,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,read,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,revolution,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,rich,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,rights,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,ronnie,3
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,russian,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,satellite,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,shit,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,solution,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,ta,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,thataway,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,today,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,twelve,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,vietnam,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,war,2
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,white,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,y'almost,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,yesterday,1
1989,born-on-the-fourth-of-july,JIMMY,Rocky Carroll,youse,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,alike,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,america,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,americans,2
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,ancient,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,bitter,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,born,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,bring,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,century,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,citizens,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,committed,2
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,country,3
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,danger,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,defending,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,devotion,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,disciplined,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,endeavor,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,energy,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,exchange,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,faith,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,fellow,2
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,fire,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,foe,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,freedom,2
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,friend,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,generation,2
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,generations,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,glow,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,granted,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,hard,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,heritage,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,history,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,home,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,hour,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,human,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,light,2
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,long,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,man,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,maximum,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,nation,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,passed,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,peace,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,people,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,permit,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,place,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,places,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,proud,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,responsibility,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,rights,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,role,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,serve,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,shrink,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,slow,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,tempered,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,time,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,today,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,torch,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,undoing,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,unwilling,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,war,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,witness,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,word,1
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,world,4
1989,born-on-the-fourth-of-july,KENNEDY,John F. Kennedy,—i,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,'em,2
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,acting,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,ahh,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,awright,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,babies,2
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,back,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,butts,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,cactus,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,charlies,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,christmas,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,civilian,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,coming,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,company,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,crying,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,dune,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,dunes,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,edge,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,emergency,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,evac,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,fault,1
1989,born-on-the-fourth-of-july,LIEUTENANT,David Warshofsky,fire,3
