year,film,character,actor,word,count
2015,the-big-short,DR. THALER,Richard Thaler,statistical,1
2015,the-big-short,DR. THALER,Richard Thaler,stock,1
2015,the-big-short,DR. THALER,Richard Thaler,studies,1
2015,the-big-short,DR. THALER,Richard Thaler,synthetic,2
2015,the-big-short,DR. THALER,Richard Thaler,thing,1
2015,the-big-short,DR. THALER,Richard Thaler,thinking,1
2015,the-big-short,DR. THALER,Richard Thaler,thinks,1
2015,the-big-short,DR. THALER,Richard Thaler,thousands,1
2015,the-big-short,DR. THALER,Richard Thaler,time,2
2015,the-big-short,DR. THALER,Richard Thaler,winning,1
2015,the-big-short,DR. THALER,Richard Thaler,work,1
2015,the-big-short,EVIE,Karen Gillan,banks,1
2015,the-big-short,EVIE,Karen Gillan,beans,1
2015,the-big-short,EVIE,Karen Gillan,big,1
2015,the-big-short,EVIE,Karen Gillan,bonds,1
2015,the-big-short,EVIE,Karen Gillan,brother,1
2015,the-big-short,EVIE,Karen Gillan,budget,1
2015,the-big-short,EVIE,Karen Gillan,canned,1
2015,the-big-short,EVIE,Karen Gillan,cut,1
2015,the-big-short,EVIE,Karen Gillan,dime,1
2015,the-big-short,EVIE,Karen Gillan,doug,1
2015,the-big-short,EVIE,Karen Gillan,finance,1
2015,the-big-short,EVIE,Karen Gillan,floating,1
2015,the-big-short,EVIE,Karen Gillan,goldman,1
2015,the-big-short,EVIE,Karen Gillan,grow,1
2015,the-big-short,EVIE,Karen Gillan,hey,1
2015,the-big-short,EVIE,Karen Gillan,investigate,2
2015,the-big-short,EVIE,Karen Gillan,jamie,2
2015,the-big-short,EVIE,Karen Gillan,jobs,1
2015,the-big-short,EVIE,Karen Gillan,living,1
2015,the-big-short,EVIE,Karen Gillan,mooching,1
2015,the-big-short,EVIE,Karen Gillan,mortgage,1
2015,the-big-short,EVIE,Karen Gillan,older,1
2015,the-big-short,EVIE,Karen Gillan,people,1
2015,the-big-short,EVIE,Karen Gillan,resume,1
2015,the-big-short,EVIE,Karen Gillan,sailboat,1
2015,the-big-short,EVIE,Karen Gillan,sec,2
2015,the-big-short,EVIE,Karen Gillan,thought,1
2015,the-big-short,EVIE,Karen Gillan,truth,1
2015,the-big-short,EVIE,Karen Gillan,women,1
2015,the-big-short,EVIE,Karen Gillan,yachtclub,1
2015,the-big-short,GEORGIA,Melissa Leo,abject,1
2015,the-big-short,GEORGIA,Melissa Leo,accurate,1
2015,the-big-short,GEORGIA,Melissa Leo,alrighty,1
2015,the-big-short,GEORGIA,Melissa Leo,appointment,1
2015,the-big-short,GEORGIA,Melissa Leo,bankrupt,1
2015,the-big-short,GEORGIA,Melissa Leo,banks,2
2015,the-big-short,GEORGIA,Melissa Leo,baum,1
2015,the-big-short,GEORGIA,Melissa Leo,boss,1
2015,the-big-short,GEORGIA,Melissa Leo,busy,1
2015,the-big-short,GEORGIA,Melissa Leo,care,1
2015,the-big-short,GEORGIA,Melissa Leo,change,1
2015,the-big-short,GEORGIA,Melissa Leo,competitors,1
2015,the-big-short,GEORGIA,Melissa Leo,credit,1
2015,the-big-short,GEORGIA,Melissa Leo,damn,1
2015,the-big-short,GEORGIA,Melissa Leo,deal,1
2015,the-big-short,GEORGIA,Melissa Leo,decision,1
2015,the-big-short,GEORGIA,Melissa Leo,default,1
2015,the-big-short,GEORGIA,Melissa Leo,delinquency,1
2015,the-big-short,GEORGIA,Melissa Leo,deny,1
2015,the-big-short,GEORGIA,Melissa Leo,doctor,1
2015,the-big-short,GEORGIA,Melissa Leo,doubt,1
2015,the-big-short,GEORGIA,Melissa Leo,efficient,1
2015,the-big-short,GEORGIA,Melissa Leo,end,1
2015,the-big-short,GEORGIA,Melissa Leo,eye,1
2015,the-big-short,GEORGIA,Melissa Leo,frontpoint,1
2015,the-big-short,GEORGIA,Melissa Leo,give,1
2015,the-big-short,GEORGIA,Melissa Leo,great,1
2015,the-big-short,GEORGIA,Melissa Leo,greed,1
2015,the-big-short,GEORGIA,Melissa Leo,hell,1
2015,the-big-short,GEORGIA,Melissa Leo,highly,1
2015,the-big-short,GEORGIA,Melissa Leo,hypocrite,1
2015,the-big-short,GEORGIA,Melissa Leo,incentives,2
2015,the-big-short,GEORGIA,Melissa Leo,information,1
2015,the-big-short,GEORGIA,Melissa Leo,interest,1
2015,the-big-short,GEORGIA,Melissa Leo,large,1
2015,the-big-short,GEORGIA,Melissa Leo,makes,1
2015,the-big-short,GEORGIA,Melissa Leo,marketplace,1
2015,the-big-short,GEORGIA,Melissa Leo,models,1
2015,the-big-short,GEORGIA,Melissa Leo,moody,1
2015,the-big-short,GEORGIA,Melissa Leo,morning,1
2015,the-big-short,GEORGIA,Melissa Leo,mr,1
2015,the-big-short,GEORGIA,Melissa Leo,nuanced,1
2015,the-big-short,GEORGIA,Melissa Leo,obligation,1
2015,the-big-short,GEORGIA,Melissa Leo,office,1
2015,the-big-short,GEORGIA,Melissa Leo,opinion,1
2015,the-big-short,GEORGIA,Melissa Leo,partners,1
2015,the-big-short,GEORGIA,Melissa Leo,people,1
2015,the-big-short,GEORGIA,Melissa Leo,poors,1
2015,the-big-short,GEORGIA,Melissa Leo,pray,1
2015,the-big-short,GEORGIA,Melissa Leo,prove,1
2015,the-big-short,GEORGIA,Melissa Leo,rates,1
2015,the-big-short,GEORGIA,Melissa Leo,rating,1
2015,the-big-short,GEORGIA,Melissa Leo,ratings,2
2015,the-big-short,GEORGIA,Melissa Leo,reputations,1
2015,the-big-short,GEORGIA,Melissa Leo,ruthlessly,1
2015,the-big-short,GEORGIA,Melissa Leo,share,1
2015,the-big-short,GEORGIA,Melissa Leo,shot,1
2015,the-big-short,GEORGIA,Melissa Leo,standard,1
2015,the-big-short,GEORGIA,Melissa Leo,swaps,1
2015,the-big-short,GEORGIA,Melissa Leo,taking,1
2015,the-big-short,GEORGIA,Melissa Leo,thing,1
2015,the-big-short,GEORGIA,Melissa Leo,work,1
2015,the-big-short,GEORGIA,Melissa Leo,world,1
2015,the-big-short,GEORGIA,Melissa Leo,worried,1
2015,the-big-short,JAMIE,Finn Wittrock,42a,1
2015,the-big-short,JAMIE,Finn Wittrock,62b,1
2015,the-big-short,JAMIE,Finn Wittrock,71a,1
2015,the-big-short,JAMIE,Finn Wittrock,83a,1
2015,the-big-short,JAMIE,Finn Wittrock,aas,1
2015,the-big-short,JAMIE,Finn Wittrock,access,1
2015,the-big-short,JAMIE,Finn Wittrock,action,1
2015,the-big-short,JAMIE,Finn Wittrock,agencies,1
2015,the-big-short,JAMIE,Finn Wittrock,ago,1
2015,the-big-short,JAMIE,Finn Wittrock,agreement,1
2015,the-big-short,JAMIE,Finn Wittrock,apocalypse,1
2015,the-big-short,JAMIE,Finn Wittrock,attention,1
2015,the-big-short,JAMIE,Finn Wittrock,b,1
2015,the-big-short,JAMIE,Finn Wittrock,backed,1
2015,the-big-short,JAMIE,Finn Wittrock,backwards,1
2015,the-big-short,JAMIE,Finn Wittrock,bad,1
2015,the-big-short,JAMIE,Finn Wittrock,bank,4
2015,the-big-short,JAMIE,Finn Wittrock,banking,1
2015,the-big-short,JAMIE,Finn Wittrock,banks,4
2015,the-big-short,JAMIE,Finn Wittrock,bear,9
2015,the-big-short,JAMIE,Finn Wittrock,belly,1
2015,the-big-short,JAMIE,Finn Wittrock,ben,11
2015,the-big-short,JAMIE,Finn Wittrock,bet,1
2015,the-big-short,JAMIE,Finn Wittrock,big,3
2015,the-big-short,JAMIE,Finn Wittrock,biggest,1
2015,the-big-short,JAMIE,Finn Wittrock,blew,1
2015,the-big-short,JAMIE,Finn Wittrock,blows,1
2015,the-big-short,JAMIE,Finn Wittrock,bold,1
2015,the-big-short,JAMIE,Finn Wittrock,bomb,1
2015,the-big-short,JAMIE,Finn Wittrock,bonds,2
2015,the-big-short,JAMIE,Finn Wittrock,bought,4
2015,the-big-short,JAMIE,Finn Wittrock,brilliant,1
2015,the-big-short,JAMIE,Finn Wittrock,brother,1
2015,the-big-short,JAMIE,Finn Wittrock,brownfield,2
2015,the-big-short,JAMIE,Finn Wittrock,bubble,1
2015,the-big-short,JAMIE,Finn Wittrock,budget,1
2015,the-big-short,JAMIE,Finn Wittrock,business,1
2015,the-big-short,JAMIE,Finn Wittrock,bye,1
2015,the-big-short,JAMIE,Finn Wittrock,call,2
2015,the-big-short,JAMIE,Finn Wittrock,calling,1
2015,the-big-short,JAMIE,Finn Wittrock,calls,2
2015,the-big-short,JAMIE,Finn Wittrock,casey,3
2015,the-big-short,JAMIE,Finn Wittrock,cdo,1
2015,the-big-short,JAMIE,Finn Wittrock,cdos,3
2015,the-big-short,JAMIE,Finn Wittrock,changing,1
2015,the-big-short,JAMIE,Finn Wittrock,channels,1
2015,the-big-short,JAMIE,Finn Wittrock,charging,1
2015,the-big-short,JAMIE,Finn Wittrock,charlie,3
2015,the-big-short,JAMIE,Finn Wittrock,check,1
2015,the-big-short,JAMIE,Finn Wittrock,claim,1
2015,the-big-short,JAMIE,Finn Wittrock,class,1
2015,the-big-short,JAMIE,Finn Wittrock,collapse,1
2015,the-big-short,JAMIE,Finn Wittrock,company,1
2015,the-big-short,JAMIE,Finn Wittrock,completely,1
2015,the-big-short,JAMIE,Finn Wittrock,confident,1
2015,the-big-short,JAMIE,Finn Wittrock,conversation,1
2015,the-big-short,JAMIE,Finn Wittrock,cool,1
2015,the-big-short,JAMIE,Finn Wittrock,country,1
2015,the-big-short,JAMIE,Finn Wittrock,crawl,1
2015,the-big-short,JAMIE,Finn Wittrock,crazy,1
2015,the-big-short,JAMIE,Finn Wittrock,customers,1
2015,the-big-short,JAMIE,Finn Wittrock,days,1
2015,the-big-short,JAMIE,Finn Wittrock,dead,1
2015,the-big-short,JAMIE,Finn Wittrock,deal,2
2015,the-big-short,JAMIE,Finn Wittrock,depressing,1
2015,the-big-short,JAMIE,Finn Wittrock,devalue,1
2015,the-big-short,JAMIE,Finn Wittrock,dick,1
2015,the-big-short,JAMIE,Finn Wittrock,digging,1
2015,the-big-short,JAMIE,Finn Wittrock,dirty,1
2015,the-big-short,JAMIE,Finn Wittrock,dollar,1
2015,the-big-short,JAMIE,Finn Wittrock,dollars,1
2015,the-big-short,JAMIE,Finn Wittrock,dow,2
2015,the-big-short,JAMIE,Finn Wittrock,driving,1
2015,the-big-short,JAMIE,Finn Wittrock,dropped,1
2015,the-big-short,JAMIE,Finn Wittrock,duetsche,1
2015,the-big-short,JAMIE,Finn Wittrock,eighty,2
2015,the-big-short,JAMIE,Finn Wittrock,equals,1
2015,the-big-short,JAMIE,Finn Wittrock,excited,2
2015,the-big-short,JAMIE,Finn Wittrock,exists,1
2015,the-big-short,JAMIE,Finn Wittrock,feeling,1
2015,the-big-short,JAMIE,Finn Wittrock,find,2
2015,the-big-short,JAMIE,Finn Wittrock,finding,1
2015,the-big-short,JAMIE,Finn Wittrock,fine,1
2015,the-big-short,JAMIE,Finn Wittrock,floating,1
2015,the-big-short,JAMIE,Finn Wittrock,floor,1
2015,the-big-short,JAMIE,Finn Wittrock,fools,1
2015,the-big-short,JAMIE,Finn Wittrock,fraud,1
2015,the-big-short,JAMIE,Finn Wittrock,freezing,1
2015,the-big-short,JAMIE,Finn Wittrock,friend,1
2015,the-big-short,JAMIE,Finn Wittrock,fucked,2
2015,the-big-short,JAMIE,Finn Wittrock,fun,3
2015,the-big-short,JAMIE,Finn Wittrock,funds,1
2015,the-big-short,JAMIE,Finn Wittrock,generally,1
2015,the-big-short,JAMIE,Finn Wittrock,giant,1
2015,the-big-short,JAMIE,Finn Wittrock,girlfriend,1
2015,the-big-short,JAMIE,Finn Wittrock,give,1
2015,the-big-short,JAMIE,Finn Wittrock,gold,1
2015,the-big-short,JAMIE,Finn Wittrock,good,2
2015,the-big-short,JAMIE,Finn Wittrock,government,1
2015,the-big-short,JAMIE,Finn Wittrock,grant,1
2015,the-big-short,JAMIE,Finn Wittrock,great,2
2015,the-big-short,JAMIE,Finn Wittrock,gutted,1
2015,the-big-short,JAMIE,Finn Wittrock,happen,1
2015,the-big-short,JAMIE,Finn Wittrock,hate,1
2015,the-big-short,JAMIE,Finn Wittrock,hedge,1
2015,the-big-short,JAMIE,Finn Wittrock,hey,3
2015,the-big-short,JAMIE,Finn Wittrock,high,1
2015,the-big-short,JAMIE,Finn Wittrock,higher,1
2015,the-big-short,JAMIE,Finn Wittrock,history,1
2015,the-big-short,JAMIE,Finn Wittrock,hit,2
2015,the-big-short,JAMIE,Finn Wittrock,holy,2
2015,the-big-short,JAMIE,Finn Wittrock,homework,1
2015,the-big-short,JAMIE,Finn Wittrock,horrible,1
2015,the-big-short,JAMIE,Finn Wittrock,housing,3
2015,the-big-short,JAMIE,Finn Wittrock,idea,1
2015,the-big-short,JAMIE,Finn Wittrock,individuals,1
2015,the-big-short,JAMIE,Finn Wittrock,inside,1
2015,the-big-short,JAMIE,Finn Wittrock,interest,1
2015,the-big-short,JAMIE,Finn Wittrock,interesting,1
2015,the-big-short,JAMIE,Finn Wittrock,investing,1
2015,the-big-short,JAMIE,Finn Wittrock,investment,1
2015,the-big-short,JAMIE,Finn Wittrock,isda,2
2015,the-big-short,JAMIE,Finn Wittrock,jamie,3
2015,the-big-short,JAMIE,Finn Wittrock,jared,1
2015,the-big-short,JAMIE,Finn Wittrock,journalism,1
2015,the-big-short,JAMIE,Finn Wittrock,jp,1
2015,the-big-short,JAMIE,Finn Wittrock,kind,1
2015,the-big-short,JAMIE,Finn Wittrock,law,1
2015,the-big-short,JAMIE,Finn Wittrock,left,1
2015,the-big-short,JAMIE,Finn Wittrock,life,1
2015,the-big-short,JAMIE,Finn Wittrock,lifetime,1
2015,the-big-short,JAMIE,Finn Wittrock,listening,1
2015,the-big-short,JAMIE,Finn Wittrock,lobby,1
2015,the-big-short,JAMIE,Finn Wittrock,long,1
2015,the-big-short,JAMIE,Finn Wittrock,lose,2
2015,the-big-short,JAMIE,Finn Wittrock,main,1
2015,the-big-short,JAMIE,Finn Wittrock,make,2
2015,the-big-short,JAMIE,Finn Wittrock,market,1
2015,the-big-short,JAMIE,Finn Wittrock,means,1
2015,the-big-short,JAMIE,Finn Wittrock,mentions,1
2015,the-big-short,JAMIE,Finn Wittrock,midprime,1
2015,the-big-short,JAMIE,Finn Wittrock,million,2
2015,the-big-short,JAMIE,Finn Wittrock,missing,1
2015,the-big-short,JAMIE,Finn Wittrock,model,1
2015,the-big-short,JAMIE,Finn Wittrock,money,1
2015,the-big-short,JAMIE,Finn Wittrock,months,1
2015,the-big-short,JAMIE,Finn Wittrock,morgan,1
2015,the-big-short,JAMIE,Finn Wittrock,mortgage,1
2015,the-big-short,JAMIE,Finn Wittrock,moved,1
2015,the-big-short,JAMIE,Finn Wittrock,nervous,1
2015,the-big-short,JAMIE,Finn Wittrock,net,1
2015,the-big-short,JAMIE,Finn Wittrock,news,1
2015,the-big-short,JAMIE,Finn Wittrock,number,1
2015,the-big-short,JAMIE,Finn Wittrock,observer,1
2015,the-big-short,JAMIE,Finn Wittrock,officially,1
2015,the-big-short,JAMIE,Finn Wittrock,options,1
2015,the-big-short,JAMIE,Finn Wittrock,overpriced,1
2015,the-big-short,JAMIE,Finn Wittrock,paid,1
2015,the-big-short,JAMIE,Finn Wittrock,pay,1
2015,the-big-short,JAMIE,Finn Wittrock,paying,1
2015,the-big-short,JAMIE,Finn Wittrock,pennies,1
2015,the-big-short,JAMIE,Finn Wittrock,people,1
2015,the-big-short,JAMIE,Finn Wittrock,pitch,1
2015,the-big-short,JAMIE,Finn Wittrock,planes,1
2015,the-big-short,JAMIE,Finn Wittrock,platform,1
2015,the-big-short,JAMIE,Finn Wittrock,points,1
2015,the-big-short,JAMIE,Finn Wittrock,policing,1
2015,the-big-short,JAMIE,Finn Wittrock,possibility,1
2015,the-big-short,JAMIE,Finn Wittrock,press,1
2015,the-big-short,JAMIE,Finn Wittrock,pretty,1
2015,the-big-short,JAMIE,Finn Wittrock,price,2
2015,the-big-short,JAMIE,Finn Wittrock,publish,1
2015,the-big-short,JAMIE,Finn Wittrock,put,1
2015,the-big-short,JAMIE,Finn Wittrock,rate,1
2015,the-big-short,JAMIE,Finn Wittrock,ratings,1
2015,the-big-short,JAMIE,Finn Wittrock,read,1
2015,the-big-short,JAMIE,Finn Wittrock,real,1
2015,the-big-short,JAMIE,Finn Wittrock,rejected,1
2015,the-big-short,JAMIE,Finn Wittrock,remotely,1
2015,the-big-short,JAMIE,Finn Wittrock,resume,1
2015,the-big-short,JAMIE,Finn Wittrock,retired,1
2015,the-big-short,JAMIE,Finn Wittrock,return,1
2015,the-big-short,JAMIE,Finn Wittrock,rickert,1
2015,the-big-short,JAMIE,Finn Wittrock,risk,2
2015,the-big-short,JAMIE,Finn Wittrock,risk/reward,1
2015,the-big-short,JAMIE,Finn Wittrock,scared,1
2015,the-big-short,JAMIE,Finn Wittrock,sec,3
2015,the-big-short,JAMIE,Finn Wittrock,set,1
2015,the-big-short,JAMIE,Finn Wittrock,shipley,1
2015,the-big-short,JAMIE,Finn Wittrock,shit,4
2015,the-big-short,JAMIE,Finn Wittrock,short,1
2015,the-big-short,JAMIE,Finn Wittrock,sleep,1
2015,the-big-short,JAMIE,Finn Wittrock,sneak,1
2015,the-big-short,JAMIE,Finn Wittrock,specifics,1
2015,the-big-short,JAMIE,Finn Wittrock,starting,1
2015,the-big-short,JAMIE,Finn Wittrock,stearn,1
2015,the-big-short,JAMIE,Finn Wittrock,stearns,3
2015,the-big-short,JAMIE,Finn Wittrock,stop,3
2015,the-big-short,JAMIE,Finn Wittrock,story,2
2015,the-big-short,JAMIE,Finn Wittrock,subprime,1
2015,the-big-short,JAMIE,Finn Wittrock,suit,2
2015,the-big-short,JAMIE,Finn Wittrock,suits,1
2015,the-big-short,JAMIE,Finn Wittrock,supposed,1
2015,the-big-short,JAMIE,Finn Wittrock,swaps,2
2015,the-big-short,JAMIE,Finn Wittrock,system,1
2015,the-big-short,JAMIE,Finn Wittrock,term,1
2015,the-big-short,JAMIE,Finn Wittrock,thing,1
2015,the-big-short,JAMIE,Finn Wittrock,thinks,1
2015,the-big-short,JAMIE,Finn Wittrock,thought,3
2015,the-big-short,JAMIE,Finn Wittrock,thousand,2
2015,the-big-short,JAMIE,Finn Wittrock,told,1
2015,the-big-short,JAMIE,Finn Wittrock,tons,1
2015,the-big-short,JAMIE,Finn Wittrock,town,2
2015,the-big-short,JAMIE,Finn Wittrock,trade,1
2015,the-big-short,JAMIE,Finn Wittrock,trader,1
2015,the-big-short,JAMIE,Finn Wittrock,trading,1
2015,the-big-short,JAMIE,Finn Wittrock,transfer,1
2015,the-big-short,JAMIE,Finn Wittrock,truth,1
2015,the-big-short,JAMIE,Finn Wittrock,unload,1
2015,the-big-short,JAMIE,Finn Wittrock,unloading,1
2015,the-big-short,JAMIE,Finn Wittrock,unsuspecting,1
2015,the-big-short,JAMIE,Finn Wittrock,vegas,1
2015,the-big-short,JAMIE,Finn Wittrock,vennett,2
2015,the-big-short,JAMIE,Finn Wittrock,wachovia,1
2015,the-big-short,JAMIE,Finn Wittrock,wanted,1
2015,the-big-short,JAMIE,Finn Wittrock,water,2
2015,the-big-short,JAMIE,Finn Wittrock,wondering,1
2015,the-big-short,JAMIE,Finn Wittrock,works,1
2015,the-big-short,JAMIE,Finn Wittrock,world,1
2015,the-big-short,JAMIE,Finn Wittrock,worried,2
2015,the-big-short,JAMIE,Finn Wittrock,worse,1
2015,the-big-short,JAMIE,Finn Wittrock,worth,1
2015,the-big-short,JAMIE,Finn Wittrock,wow,2
2015,the-big-short,JAMIE,Finn Wittrock,wrong,1
2015,the-big-short,JAMIE,Finn Wittrock,years,2
2015,the-big-short,JAMIE,Finn Wittrock,zip,1
2015,the-big-short,JARED,Ryan Gosling,aaa,2
2015,the-big-short,JARED,Ryan Gosling,adjustable,1
2015,the-big-short,JARED,Ryan Gosling,advertise,1
2015,the-big-short,JARED,Ryan Gosling,aermcia,1
2015,the-big-short,JARED,Ryan Gosling,agencies,2
2015,the-big-short,JARED,Ryan Gosling,agency,1
2015,the-big-short,JARED,Ryan Gosling,allowed,1
2015,the-big-short,JARED,Ryan Gosling,america,2
2015,the-big-short,JARED,Ryan Gosling,american,1
2015,the-big-short,JARED,Ryan Gosling,amounts,1
2015,the-big-short,JARED,Ryan Gosling,angriest,1
2015,the-big-short,JARED,Ryan Gosling,anthony,1
2015,the-big-short,JARED,Ryan Gosling,anytime,1
2015,the-big-short,JARED,Ryan Gosling,arrested,1
2015,the-big-short,JARED,Ryan Gosling,asked,1
2015,the-big-short,JARED,Ryan Gosling,assistant,1
2015,the-big-short,JARED,Ryan Gosling,attention,1
2015,the-big-short,JARED,Ryan Gosling,b,5
2015,the-big-short,JARED,Ryan Gosling,back,1
2015,the-big-short,JARED,Ryan Gosling,bank,1
2015,the-big-short,JARED,Ryan Gosling,banker,1
2015,the-big-short,JARED,Ryan Gosling,bankers,1
2015,the-big-short,JARED,Ryan Gosling,bankrupt,1
2015,the-big-short,JARED,Ryan Gosling,banks,5
2015,the-big-short,JARED,Ryan Gosling,basically,1
2015,the-big-short,JARED,Ryan Gosling,bb,2
2015,the-big-short,JARED,Ryan Gosling,bbb,2
2015,the-big-short,JARED,Ryan Gosling,big,5
2015,the-big-short,JARED,Ryan Gosling,billion,3
2015,the-big-short,JARED,Ryan Gosling,blamed,1
2015,the-big-short,JARED,Ryan Gosling,blown,1
2015,the-big-short,JARED,Ryan Gosling,bond,3
2015,the-big-short,JARED,Ryan Gosling,bonds,4
2015,the-big-short,JARED,Ryan Gosling,bonuses,1
2015,the-big-short,JARED,Ryan Gosling,books,1
2015,the-big-short,JARED,Ryan Gosling,boss,2
2015,the-big-short,JARED,Ryan Gosling,bosses,1
2015,the-big-short,JARED,Ryan Gosling,bottom,1
2015,the-big-short,JARED,Ryan Gosling,bourdain,1
2015,the-big-short,JARED,Ryan Gosling,boy,1
2015,the-big-short,JARED,Ryan Gosling,break,1
2015,the-big-short,JARED,Ryan Gosling,brother,1
2015,the-big-short,JARED,Ryan Gosling,bubble,1
2015,the-big-short,JARED,Ryan Gosling,bunch,2
2015,the-big-short,JARED,Ryan Gosling,burning,1
2015,the-big-short,JARED,Ryan Gosling,bust,2
2015,the-big-short,JARED,Ryan Gosling,busy,1
2015,the-big-short,JARED,Ryan Gosling,buy,1
2015,the-big-short,JARED,Ryan Gosling,c-d-o,1
2015,the-big-short,JARED,Ryan Gosling,called,1
2015,the-big-short,JARED,Ryan Gosling,calling,1
2015,the-big-short,JARED,Ryan Gosling,calls,1
2015,the-big-short,JARED,Ryan Gosling,care,1
2015,the-big-short,JARED,Ryan Gosling,cdo,1
2015,the-big-short,JARED,Ryan Gosling,cdos,1
2015,the-big-short,JARED,Ryan Gosling,chef,1
2015,the-big-short,JARED,Ryan Gosling,chicken,1
2015,the-big-short,JARED,Ryan Gosling,china,2
2015,the-big-short,JARED,Ryan Gosling,choice,1
2015,the-big-short,JARED,Ryan Gosling,chris,1
2015,the-big-short,JARED,Ryan Gosling,clueless,2
2015,the-big-short,JARED,Ryan Gosling,collateral,1
2015,the-big-short,JARED,Ryan Gosling,collateralized,2
2015,the-big-short,JARED,Ryan Gosling,competition,1
2015,the-big-short,JARED,Ryan Gosling,completely,1
2015,the-big-short,JARED,Ryan Gosling,congress,2
2015,the-big-short,JARED,Ryan Gosling,considered,1
2015,the-big-short,JARED,Ryan Gosling,credit,2
2015,the-big-short,JARED,Ryan Gosling,crisis,1
2015,the-big-short,JARED,Ryan Gosling,cynical,1
2015,the-big-short,JARED,Ryan Gosling,dark,1
2015,the-big-short,JARED,Ryan Gosling,day,2
2015,the-big-short,JARED,Ryan Gosling,days,1
2015,the-big-short,JARED,Ryan Gosling,deal,1
2015,the-big-short,JARED,Ryan Gosling,debt,2
2015,the-big-short,JARED,Ryan Gosling,decent,1
2015,the-big-short,JARED,Ryan Gosling,deems,1
2015,the-big-short,JARED,Ryan Gosling,default,2
2015,the-big-short,JARED,Ryan Gosling,department,2
2015,the-big-short,JARED,Ryan Gosling,derivatives,1
2015,the-big-short,JARED,Ryan Gosling,difference,1
2015,the-big-short,JARED,Ryan Gosling,disaster,1
2015,the-big-short,JARED,Ryan Gosling,discovered,1
2015,the-big-short,JARED,Ryan Gosling,diversified,1
2015,the-big-short,JARED,Ryan Gosling,dog,2
2015,the-big-short,JARED,Ryan Gosling,double,1
2015,the-big-short,JARED,Ryan Gosling,economic,1
2015,the-big-short,JARED,Ryan Gosling,egyptian,1
2015,the-big-short,JARED,Ryan Gosling,english,1
2015,the-big-short,JARED,Ryan Gosling,esoteric,1
2015,the-big-short,JARED,Ryan Gosling,executives,1
2015,the-big-short,JARED,Ryan Gosling,explain,1
2015,the-big-short,JARED,Ryan Gosling,explode,1
2015,the-big-short,JARED,Ryan Gosling,eyes,1
2015,the-big-short,JARED,Ryan Gosling,face,2
2015,the-big-short,JARED,Ryan Gosling,famous,1
2015,the-big-short,JARED,Ryan Gosling,feel,1
2015,the-big-short,JARED,Ryan Gosling,fees,1
2015,the-big-short,JARED,Ryan Gosling,fico,1
2015,the-big-short,JARED,Ryan Gosling,ficos,1
2015,the-big-short,JARED,Ryan Gosling,fifty,1
2015,the-big-short,JARED,Ryan Gosling,fire,2
2015,the-big-short,JARED,Ryan Gosling,foot,1
2015,the-big-short,JARED,Ryan Gosling,fortune,1
2015,the-big-short,JARED,Ryan Gosling,friends,1
2015,the-big-short,JARED,Ryan Gosling,front,1
2015,the-big-short,JARED,Ryan Gosling,fueled,1
2015,the-big-short,JARED,Ryan Gosling,full,1
2015,the-big-short,JARED,Ryan Gosling,fund,1
2015,the-big-short,JARED,Ryan Gosling,gather,1
2015,the-big-short,JARED,Ryan Gosling,gave,1
2015,the-big-short,JARED,Ryan Gosling,gentlemen,1
2015,the-big-short,JARED,Ryan Gosling,good,2
2015,the-big-short,JARED,Ryan Gosling,guys,2
2015,the-big-short,JARED,Ryan Gosling,happening,1
2015,the-big-short,JARED,Ryan Gosling,hedge,1
2015,the-big-short,JARED,Ryan Gosling,hero,1
2015,the-big-short,JARED,Ryan Gosling,hey,2
2015,the-big-short,JARED,Ryan Gosling,hid,1
2015,the-big-short,JARED,Ryan Gosling,hits,1
2015,the-big-short,JARED,Ryan Gosling,hold,1
2015,the-big-short,JARED,Ryan Gosling,house,1
2015,the-big-short,JARED,Ryan Gosling,housing,2
2015,the-big-short,JARED,Ryan Gosling,hurt,1
2015,the-big-short,JARED,Ryan Gosling,hype,1
2015,the-big-short,JARED,Ryan Gosling,idiots,1
2015,the-big-short,JARED,Ryan Gosling,illegal,1
2015,the-big-short,JARED,Ryan Gosling,immigrants,1
2015,the-big-short,JARED,Ryan Gosling,important,1
2015,the-big-short,JARED,Ryan Gosling,income,1
2015,the-big-short,JARED,Ryan Gosling,industries,1
2015,the-big-short,JARED,Ryan Gosling,info,1
2015,the-big-short,JARED,Ryan Gosling,institutions,1
2015,the-big-short,JARED,Ryan Gosling,insurance,2
2015,the-big-short,JARED,Ryan Gosling,interest,1
2015,the-big-short,JARED,Ryan Gosling,jail,2
2015,the-big-short,JARED,Ryan Gosling,jiang,1
2015,the-big-short,JARED,Ryan Gosling,judging,1
2015,the-big-short,JARED,Ryan Gosling,kareem,1
2015,the-big-short,JARED,Ryan Gosling,keys,1
2015,the-big-short,JARED,Ryan Gosling,kidding,1
2015,the-big-short,JARED,Ryan Gosling,kill,1
2015,the-big-short,JARED,Ryan Gosling,large,1
2015,the-big-short,JARED,Ryan Gosling,laughing,1
2015,the-big-short,JARED,Ryan Gosling,left,1
2015,the-big-short,JARED,Ryan Gosling,level,1
2015,the-big-short,JARED,Ryan Gosling,line,1
2015,the-big-short,JARED,Ryan Gosling,listen,1
2015,the-big-short,JARED,Ryan Gosling,lobby,1
